ticker,earnings_date,momentum_7d,volume_spike,volatility_7d,market_return_7d,5d_return,label
FRO,2021-05-27,0.021039451616535382,1.4362001743327995,0.0293654218325986,0.01784224788702186,0.015757596299523,1
PEP,2021-07-13,0.03211848370876459,0.9021499678935573,0.008548728608294236,0.011987923095879854,0.01869817891883346,1
HON,2021-07-23,0.006805007523173153,4.701359011928106,0.026893047615303683,0.008481566136327393,0.01949237890722666,1
NEE,2021-07-23,0.01981502794138824,0.9652676273381531,0.012939551595099177,0.008481566136327393,0.009067224027690519,1
ADM,2021-07-27,0.010994576097077652,1.036545251701024,0.010084728549518506,0.017781988915335598,0.015972860891158555,1
SHEL,2021-07-29,0.10228816192558429,0.9609525751756308,0.021203574121182525,0.022247342933266284,0.006105068671857655,1
KEX,2021-07-29,0.026593954608744138,0.7241496517979242,0.012207790610172428,0.022247342933266284,-0.05513117946737655,0
CVX,2021-07-30,0.01993608424553551,0.8693162576301098,0.011376184590659068,0.00911300066867494,0.0013747996489337872,1
CAT,2021-07-30,-0.01888664108133546,0.7618864998707763,0.01237108339492887,0.00911300066867494,0.007738659482796613,1
XOM,2021-07-30,-0.0032894443792277467,0.7909726221843297,0.01640591514567495,0.00911300066867494,0.005037379913838142,1
DUK,2021-08-05,0.014761209237460167,0.9839228256533472,0.00696753160297955,0.006263764625360717,-0.011667861098996762,0
LNG,2021-08-05,0.01512478780055535,0.9066703528536683,0.014147501385872173,0.006263764625360717,0.025840769608479044,1
NTR,2021-08-09,0.006507435193665548,1.1443005934653483,0.02078928566700126,0.003358658091813915,0.03166448745522429,1
2222.SR,2021-08-09,0.008608340010280541,0.9974014485323599,0.0032420211406686385,0.003358658091813915,0.005741691307326389,1
CF,2021-08-09,-0.0117574642061874,1.1545770046685133,0.021125638520544512,0.003358658091813915,-0.008378989521821747,0
DE,2021-08-20,-0.08974844616976711,1.3868469470711566,0.011912034316611525,-0.0009464112256583121,0.07984540566260082,1
FRO,2021-08-26,0.016021342681195556,0.9426314213693127,0.01920663865943651,0.004999488051954072,0.02102494243400645,1
PEP,2021-10-05,-0.02016863368747266,1.25282837885289,0.008650715638909982,-0.024351558754260316,0.03865247092930293,1
NEE,2021-10-20,0.07824733447966065,1.1966105520828898,0.010444659233200464,0.04076433625250619,0.012988621764051274,1
HON,2021-10-22,0.00844236086044229,0.8441686219444033,0.01525800898604073,0.04122445459724001,0.005612001358769147,1
ADM,2021-10-26,0.02204875949741089,0.7161690025665084,0.012419648514264333,0.02263000424340794,-0.030446907798455075,0
CAT,2021-10-28,0.020269123847640458,0.8334167429710388,0.020198003755791796,0.0170422868320172,-0.002449935082532733,0
SHEL,2021-10-28,-0.03753339482439459,1.2334232064548158,0.02282329957438865,0.0170422868320172,-0.054173711760208146,0
KEX,2021-10-28,-0.020761829280622052,0.7534872509667886,0.013156081189030588,0.0170422868320172,0.05844391723541921,1
CVX,2021-10-29,0.011753004089081687,0.7177746438751067,0.012033989356104708,0.015119303342962085,0.002183773586354567,1
XOM,2021-10-29,0.009710329861763655,0.888824391266323,0.01809865124726245,0.015119303342962085,0.00853087797085811,1
NTR,2021-11-01,0.023458824315226372,0.7757743792604105,0.010201615441896465,0.014219965652844663,-0.03605891745968622,0
2222.SR,2021-11-01,0.008010846457315509,1.0080223692185173,0.0039516912286197544,0.014219965652844663,0.0026970203942887766,1
CF,2021-11-03,-0.01725012543454872,0.8317360114777619,0.022072600783494985,0.020129457356607056,0.08363456436982741,1
LNG,2021-11-04,-0.011925946687937604,0.5555153189850236,0.011456240554049642,0.02401508004599485,-0.012787547760509384,0
DUK,2021-11-04,-0.021976966762274695,0.8139499222326885,0.006007739015784128,0.02401508004599485,0.0020583203360915294,1
DE,2021-11-24,0.018579516359842407,1.1808829381719634,0.027219514000343316,0.0043001416202661374,-0.046865532856903334,0
FRO,2021-11-29,-0.12763147787886764,1.0452263327590945,0.02443212178559985,-0.007561806217819519,0.039215637282714606,1
NEE,2022-01-25,-0.11542974937781561,1.7309746865405524,0.03283147614534287,-0.0647105876440808,0.02836217240153722,1
ADM,2022-01-25,-0.03568434743850129,2.030523492379706,0.011904398981904865,-0.0647105876440808,0.10472442887343551,1
KEX,2022-01-27,-0.03932155523318891,1.0225202848153667,0.021998001512611186,-0.05531333717059036,0.008904853551029514,1
CAT,2022-01-28,-0.09248409752168843,1.2427845735724483,0.01892008545791761,-0.02169338786780963,-0.013670671636614652,0
CVX,2022-01-28,0.013187536345069572,1.7609513773897336,0.024439294982465037,-0.02169338786780963,0.04034917914798752,1
XOM,2022-02-01,0.1199945635547679,1.3858464640700052,0.02408877193511851,0.034179291857722144,-0.007051979338113436,0
HON,2022-02-03,-0.05219974279060201,1.0231087170785977,0.031189991340432797,0.02791921582146975,5.219818087953842e-05,1
SHEL,2022-02-03,0.08383589378846582,0.50083536119191,0.009730358677488893,0.02791921582146975,0.011315222906580295,1
DUK,2022-02-10,-0.03537923518078903,0.8026541242724984,0.020049115712660933,-0.008013943229890666,-0.000731250440960707,0
PEP,2022-02-10,-0.02303590271209577,0.8810007169262868,0.012741750678556351,-0.008013943229890666,-0.009621520097351241,0
CF,2022-02-15,-0.034059783229411125,1.2758922206331964,0.03480987137091627,-0.005794530574530194,0.03129284141060545,1
NTR,2022-02-16,0.03388413368291456,1.2138199917525296,0.019720315158335156,-0.001475466063991207,0.032241152614964685,1
LNG,2022-02-24,0.09504654745070139,1.3883726010298019,0.03184241402335779,-0.02441788405209734,0.043828282614116226,1
FRO,2022-03-17,-0.08306719590948715,0.7039191950746482,0.03657676963762856,0.05962781394552129,-0.03948884225296116,0
2222.SR,2022-03-20,-0.001154876327340471,0.9647277767891267,0.03817479639064723,0.04768863577386342,-0.03236980622521067,0
NEE,2022-04-21,-0.09931434080479977,1.008991554004432,0.02287514320227218,-0.004227898942717365,-0.03531110177088021,0
PEP,2022-04-26,0.008144258482850329,1.2011751304715417,0.01181643733179052,-0.04954433120497346,-0.030640481528440407,0
ADM,2022-04-26,-0.06469905487723074,0.9410107795610777,0.019619500469609388,-0.04954433120497346,-0.009708780147975958,0
CAT,2022-04-28,-0.08055310997945245,1.4104405566413147,0.028443621806939497,-0.038715676667793755,0.016427967794816933,1
KEX,2022-04-28,0.0013226974820643635,0.9509448953978673,0.026113889402882944,-0.038715676667793755,-0.02451193653705206,0
HON,2022-04-29,-0.014413842744473182,1.14201308725651,0.018227023229272145,-0.07355353525156817,0.009922068075587102,1
CVX,2022-04-29,-0.09192625517966184,1.0053590932423946,0.026208787096992363,-0.07355353525156817,0.08948735078531396,1
XOM,2022-04-29,-0.030809494028033915,1.3647278792838056,0.025274436481643243,-0.07355353525156817,0.07554255453429616,1
NTR,2022-05-02,-0.08062278706388691,1.1006094616506805,0.024732679761603014,-0.053828325190644344,-0.06390483724840539,0
CF,2022-05-04,0.08025409580521095,0.7833521612680259,0.019474554643499908,0.0012834327147623662,-0.06311875120675986,0
LNG,2022-05-04,0.11568674973668071,0.8953289983178223,0.028768286719208343,0.0012834327147623662,-0.09153927573513419,0
SHEL,2022-05-05,0.07332710538539171,1.0705599466346991,0.0207184136874984,-0.005503471922155406,-0.030207089545805497,0
DUK,2022-05-09,-0.026362071153403277,0.9700754092687887,0.01672976566750563,-0.0692830733496174,0.0020303827710392453,1
2222.SR,2022-05-15,0.05039469117229641,1.865212745447766,0.02010284610937356,-0.03315548055787715,-0.07438028267156262,0
DE,2022-05-20,-0.13932908350138887,1.0024702684529339,0.057896851689430075,-0.007943870823539189,0.15135159100655857,1
FRO,2022-05-24,0.20025075214863475,1.027429016809842,0.04157735750833002,-0.019491052381315172,0.0552656471428759,1
PEP,2022-07-12,0.017040515429642824,0.8857375649212519,0.00925978819278205,0.009489354544798347,0.0033039876922014207,1
NEE,2022-07-22,-0.00012456377628430158,0.7318198341240151,0.014718918327387942,0.042921557046215274,0.05283480658985437,1
ADM,2022-07-26,0.09611138082783895,0.4802426510325618,0.017194249443479345,0.014956182105943702,0.04903709187892643,1
KEX,2022-07-28,0.022653184090971824,1.0558960573476703,0.03198742483380043,0.03517986013747874,0.002231065970493028,1
SHEL,2022-07-28,0.039572261392282614,0.7130638367768992,0.015408228639545721,0.03517986013747874,-0.007768701571277139,0
HON,2022-07-28,0.07453556322323326,0.9852856985636653,0.012636405249524458,0.03517986013747874,0.01050206011895383,1
XOM,2022-07-29,0.08617214850772824,0.6791622380757216,0.023041287536301656,0.04362028830037094,-0.08748587277630346,0
CVX,2022-07-29,0.11779976838977767,0.6173023280107204,0.03492373703244765,0.04362028830037094,-0.061912388565502935,0
CF,2022-08-01,0.10702163804602312,0.7239449638987561,0.029587912378135926,0.030040839385536266,0.052943455927045004,1
CAT,2022-08-02,0.027376669671745422,1.0992878020153887,0.035675872454244,0.032828088462378426,0.013732173258194017,1
NTR,2022-08-03,-0.002315047252778517,0.9277077560065506,0.017209950443892934,0.04772839427400193,0.10355372300257393,1
LNG,2022-08-04,-0.00020804709465637518,0.7459635707606114,0.014559478607258269,0.05955624795087506,0.07624194473760945,1
DUK,2022-08-04,0.02532235734009917,1.0790946773779393,0.011197383788053069,0.05955624795087506,-0.0020051596672591063,0
2222.SR,2022-08-15,0.01889206588980003,1.4202439177487345,0.01213058315726697,0.035468392018824846,-0.03414810549964909,0
DE,2022-08-19,0.04909770401542127,1.4129696928783329,0.01384474395622817,0.005119085465705805,0.026294168337439323,1
FRO,2022-08-25,0.02797222401457587,1.0328886428845763,0.034271780627470015,-0.023714196593231332,-0.008503670630951851,0
PEP,2022-10-12,0.02505290403457563,0.9096509051458622,0.01946554128206808,-0.02741348664789896,0.023436950184528484,1
KEX,2022-10-24,0.019586821869686202,1.0205326158024444,0.026377257679262935,0.03524862825683866,0.0468257973164179,1
ADM,2022-10-25,0.09306819833117912,0.9413014505630348,0.012530441418523676,0.07630792546666497,0.07011188189326188,1
HON,2022-10-27,0.09233926208170329,1.1801840718067929,0.016277002347835683,0.023846189043187336,0.04020591572345432,1
SHEL,2022-10-27,0.08884123166361421,0.6853194182259363,0.018262768747197095,0.023846189043187336,-0.004999022323343139,0
CAT,2022-10-27,0.16349481847147226,0.972694508829639,0.0343437368307583,0.023846189043187336,0.033562772175652365,1
CVX,2022-10-28,0.07130957989804261,0.9211900096694748,0.008056102397020226,0.05568526984854323,0.019113427565986996,1
NEE,2022-10-28,0.07319371495354901,0.9126599421787172,0.02912152219790191,0.05568526984854323,-0.0029101185889314654,0
XOM,2022-10-28,0.06657693766066972,0.8616904053997844,0.011891799319331944,0.05568526984854323,0.014543679927077677,1
2222.SR,2022-11-01,-0.04520543750087473,1.5019150330692526,0.010047774131246632,0.027331607855628576,0.0014347078401910642,1
CF,2022-11-02,-0.009219202844109289,1.0273979644289093,0.026187376693862962,-0.010557756952294517,0.014442261764423895,1
NTR,2022-11-02,0.050113935328291795,1.0620296278847285,0.028890264246934198,-0.010557756952294517,-0.10243435231907988,0
LNG,2022-11-03,0.04590014660083831,0.7956369788684855,0.01374569001020226,-0.03613722699758387,-0.052778057144325756,0
DUK,2022-11-04,0.030833451818363652,0.8227185832342081,0.013865473984432579,-0.01484204708676607,0.016664840078803863,1
DE,2022-11-23,0.07514608763567106,1.1427148098828352,0.01916331596081483,0.01847561543162163,0.009805457114805183,1
FRO,2022-11-30,-0.03286718662596347,1.4908303158750889,0.03852183463103696,0.029417037331452567,-0.10990604823432698,0
NEE,2023-01-25,-0.09553589165911676,1.404860666803403,0.035532496640967574,0.0046422510188275905,-0.030682998743324422,0
ADM,2023-01-26,-0.036212810488473544,1.2910854970387542,0.015672131258959367,0.017547635154845514,-0.03050658285564528,0
CVX,2023-01-27,0.012526252706628537,1.3697385511593494,0.027735477635062615,0.03624607411243065,-0.0557259653949528,0
KEX,2023-01-31,0.11010038648939013,1.1030884431479868,0.03504101285433793,0.026775842123707417,0.03941792827980972,1
CAT,2023-01-31,0.010331936840696481,0.998866682526867,0.019031811236968676,0.026775842123707417,-0.010424470170345491,0
XOM,2023-01-31,0.023467225758907997,1.2747470938100272,0.021539058958507083,0.026775842123707417,-0.009395827443188174,0
HON,2023-02-02,0.0021747377000467237,1.164706259571716,0.009865269645789747,0.04142930369923503,-0.03934813414814891,0
SHEL,2023-02-02,-0.00620799238760307,1.022427265993367,0.0081544631639008,0.04142930369923503,0.03748055844555596,1
PEP,2023-02-09,0.010291140535067748,1.2656874564769907,0.008731157814884814,0.0015004612827890615,0.01580041616855771,1
DUK,2023-02-09,-0.04782799373265555,1.1328431198184061,0.010583049221784232,0.0015004612827890615,0.017891861056759637,1
CF,2023-02-15,-0.0068223928282715824,1.1872271996324375,0.02886655996573897,0.010126167743723538,0.014939118520069345,1
NTR,2023-02-15,-0.06876951096478169,1.051151824402906,0.019142240889711132,0.010126167743723538,0.008565580590994463,1
LNG,2023-02-23,0.09485786360952495,1.2011220944664693,0.04000275050080526,-0.029479550377422944,0.009269632110838037,1
FRO,2023-02-28,0.08755748647239486,1.134223264394312,0.023366033445701994,-0.029440524538994508,-0.037605927461562765,0
2222.SR,2023-03-13,0.037795406588013905,0.00029718662021372403,0.005145354105446523,-0.03129640591316514,-0.0465211479777823,0
PEP,2023-04-25,0.03378575871605119,0.9152459751162235,0.008133279208489634,-0.01546827830798882,0.013388958839048065,1
NEE,2023-04-25,-0.002563316500738872,0.7340778053819776,0.007889627836473874,-0.01546827830798882,-0.02415853141984252,0
ADM,2023-04-25,-0.07201391674333216,0.8085779747048086,0.023113838597405945,-0.01546827830798882,-0.005006597174725116,0
KEX,2023-04-27,0.024411512825131994,1.1764574429453338,0.02769378418487653,-0.004345689326547545,0.003687973563552748,1
CAT,2023-04-27,-0.04310214994976367,0.9674658357616149,0.01100139482182403,-0.004345689326547545,-0.018429459359454566,0
HON,2023-04-27,0.008530853632387035,0.9630455684287033,0.019895282828927368,-0.004345689326547545,-0.012033470395701854,0
XOM,2023-04-28,0.015184012424864429,0.9078270762363859,0.012857243327345618,0.0043220727571121,-0.08162907125901506,0
CVX,2023-04-28,-0.012303456362483476,0.8493279243762019,0.012069920728777411,0.0043220727571121,-0.0496501086146225,0
CF,2023-05-01,-0.03370940443083248,0.8262983874877766,0.017089775825955115,0.008813229885060126,-0.060736721255889685,0
LNG,2023-05-02,-0.007446402873787642,1.2537385202329243,0.015696162354763284,-0.0032994715506169912,0.004595378589566918,1
SHEL,2023-05-04,-0.02256634448711297,1.355295048318161,0.018531393591359777,-0.0023392687899028305,0.016852188348414034,1
2222.SR,2023-05-09,0.018181759788639555,1.682249372058429,0.017432765751678778,-0.012021314702487615,-0.03571424017384751,0
DUK,2023-05-09,-0.008394086133790538,1.0153983175268062,0.009579779227247424,-0.012021314702487615,-0.03138432058351778,0
NTR,2023-05-10,-0.09291328636847908,1.425168128133837,0.025148418641940427,-0.006401667626937163,-0.035669251476876225,0
DE,2023-05-19,-0.04427041793491485,1.3075162889053014,0.014496184507875346,0.013975903984649343,-0.017439094406732785,0
FRO,2023-05-31,-0.04397833541932937,1.2965477312603482,0.03386938623488789,-0.0018392036894980545,-0.00990801271498952,0
PEP,2023-07-13,0.010398620406813774,1.074523331130012,0.01291193981067219,0.01300154877472796,0.009438587713841396,1
CVX,2023-07-23,0.027363346380511036,0.8459438822491233,0.014611157867621799,0.010321142102845116,0.011370544662734381,1
ADM,2023-07-25,0.10038349955358113,0.9702057010227895,0.013086230481976895,0.013710766492206834,-0.012434534983644812,0
NEE,2023-07-25,0.030601149110188533,1.199719922960749,0.015149512119657123,0.013710766492206834,-0.04334597098590363,0
KEX,2023-07-27,0.060578120240753375,1.0950805316306962,0.009960078560598632,-0.003742930483961851,0.020656993779328215,1
HON,2023-07-27,-0.043069329049797773,1.0002221448583413,0.023231813647260003,-0.003742930483961851,-0.03003937742830025,0
SHEL,2023-07-27,-0.0039319620142663,1.1662204645762027,0.014830959262985504,-0.003742930483961851,-0.0034538901943088427,0
XOM,2023-07-28,0.024995193992870292,0.9636201263569302,0.010601869938544915,0.0037786314328494873,0.031297843147662915,1
CAT,2023-08-01,0.12031831829318455,1.068620042251487,0.033208504746021224,0.009509426136381106,-0.01995485071380169,0
CF,2023-08-02,0.001241350227766096,0.8912829258651672,0.007860730286702826,-0.008960784160959238,0.02616246803856159,1
NTR,2023-08-02,0.017517214633222568,1.0372480996357836,0.013933985285026717,-0.008960784160959238,0.007272402168669209,1
LNG,2023-08-03,0.023343895196618777,0.9273829044735957,0.016742977395007956,-0.014491423456002859,0.015031829877648959,1
2222.SR,2023-08-07,0.010836125508667421,1.211592576108902,0.004726143129748593,-0.003933722474119833,0.05972418664631937,1
DUK,2023-08-08,-0.01296331564025146,1.3032058028457578,0.016640859803410273,-0.017880709112819294,-0.00748936465069642,0
DE,2023-08-18,-0.08959164173962934,1.4714045667601243,0.01941378722119258,-0.020751593229844364,-0.017152686070371473,0
FRO,2023-08-24,0.0158103284248457,1.1790207711867207,0.008624935447448258,-0.01354739308278242,-0.020567045585459662,0
PEP,2023-10-10,-0.02974517498953541,2.1189462650623283,0.02285908996423307,0.01651539261223845,-0.024513345441339665,0
ADM,2023-10-24,-0.0525095539433836,0.9317600248092607,0.018141368108210626,-0.018238636960625564,0.030228803605244863,1
NEE,2023-10-24,0.011561626440018973,0.7253626348287497,0.0304454620409207,-0.018238636960625564,0.057692350699955194,1
HON,2023-10-26,-0.05506657823486893,1.0912056104887349,0.007892420222206433,-0.05382779999767487,0.058900380834265305,1
KEX,2023-10-26,-0.06996032604907611,1.0418795125709883,0.008527158982801679,-0.05382779999767487,-0.004911527327421317,0
CVX,2023-10-27,-0.14545350105457874,1.7431764290706395,0.023765017725982263,-0.04539627091657725,0.022584146821970272,1
XOM,2023-10-27,-0.0655157094798013,0.9699400181138914,0.008246132014902076,-0.04539627091657725,0.021127487902138947,1
CAT,2023-10-31,-0.0928973336413109,1.759308025238567,0.02649855787619796,-0.007098917195919111,0.03923908823119744,1
CF,2023-11-01,-0.012582365199788285,0.8300614868641698,0.011171727245938724,0.00523239827689388,0.008453212752076755,1
NTR,2023-11-01,-0.04631102549400758,1.3378608819796955,0.01785723512329369,0.00523239827689388,-0.017725251047769876,0
SHEL,2023-11-02,0.028198575505027915,1.1088640704344936,0.020641305344254946,0.016830775791585883,-0.05455862143859382,0
LNG,2023-11-02,0.05309536110381535,0.6564895554553493,0.01929395077503554,0.016830775791585883,-0.03283633552192727,0
DUK,2023-11-02,0.024270747009414232,0.9034194559956371,0.010335620603101642,0.016830775791585883,-0.021470685958160176,0
