ticker,earnings_date,momentum_7d,volume_spike,volatility_7d,market_return_7d,5d_return,label,sentiment_score,buzz_score,sentiment_slope,sentiment_polarity,n_headlines,transcript_sentiment,predicted,actual_return,correct
NEE,2023-07-25,0.0306011491101885,1.199719922960749,0.0151495121196571,0.0137107664922068,-0.0433459709859036,0,0.0,100.0,0.0,0.0,100,0.1236,0,-0.0433,1
SHEL,2023-07-27,-0.0039319620142663,1.1662204645762029,0.0148309592629855,-0.0037429304839618,-0.0034538901943088,0,0.0,100.0,0.0,0.0,100,-0.8921,0,-0.0035,1
KEX,2023-07-27,0.0605781202407533,1.0950805316306962,0.0099600785605986,-0.0037429304839618,0.0206569937793282,1,0.0,100.0,0.0,0.0,100,0.549,1,0.0207,1
HON,2023-07-27,-0.0430693290497977,1.0002221448583413,0.02323181364726,-0.0037429304839618,-0.0300393774283002,0,0.0,100.0,0.0,0.0,100,0.092,0,-0.03,1
XOM,2023-07-28,0.0249951939928702,0.9636201263569302,0.0106018699385449,0.0037786314328494,0.0312978431476629,1,0.0,100.0,0.0,0.0,100,-0.2284,1,0.0313,1
CAT,2023-08-01,0.1203183182931845,1.068620042251487,0.0332085047460212,0.0095094261363811,-0.0199548507138016,0,0.0,100.0,0.0,0.0,100,0.0,1,-0.02,0
CF,2023-08-02,0.001241350227766,0.8912829258651672,0.0078607302867028,-0.0089607841609592,0.0261624680385615,1,0.0,100.0,0.0,0.0,100,0.1947,1,0.0262,1
NTR,2023-08-02,0.0175172146332225,1.0372480996357836,0.0139339852850267,-0.0089607841609592,0.0072724021686692,1,0.0,100.0,0.0,0.0,100,-0.4675,1,0.0073,1
LNG,2023-08-03,0.0233438951966187,0.9273829044735956,0.0167429773950079,-0.0144914234560028,0.0150318298776489,1,0.0,100.0,0.0,0.0,100,-0.4845,1,0.015,1
2222.SR,2023-08-07,0.0108361255086674,1.211592576108902,0.0047261431297485,-0.0039337224741198,0.0597241866463193,1,0.0,100.0,0.0,0.0,100,0.7321,1,0.0597,1
DUK,2023-08-08,-0.0129633156402514,1.3032058028457578,0.0166408598034102,-0.0178807091128192,-0.0074893646506964,0,0.0,100.0,0.0,0.0,100,0.092,0,-0.0075,1
DE,2023-08-18,-0.0895916417396293,1.4714045667601243,0.0194137872211925,-0.0207515932298443,-0.0171526860703714,0,0.0,100.0,0.0,0.0,100,0.1947,0,-0.0172,1
FRO,2023-08-24,0.0158103284248457,1.1790207711867209,0.0086249354474482,-0.0135473930827824,-0.0205670455854596,0,0.0,100.0,0.0,0.0,100,0.549,1,-0.0206,0
PEP,2023-10-10,-0.0297451749895354,2.1189462650623283,0.022859089964233,0.0165153926122384,-0.0245133454413396,0,0.0,100.0,0.0,0.0,100,0.549,0,-0.0245,1
ADM,2023-10-24,-0.0525095539433836,0.9317600248092608,0.0181413681082106,-0.0182386369606255,0.0302288036052448,1,0.0,100.0,0.0,0.0,100,-0.5815,1,0.0302,1
NEE,2023-10-24,0.0115616264400189,0.7253626348287497,0.0304454620409207,-0.0182386369606255,0.0576923506999551,1,0.0,100.0,0.0,0.0,100,-0.65,1,0.0577,1
HON,2023-10-26,-0.0550665782348689,1.0912056104887349,0.0078924202222064,-0.0538277999976748,0.0589003808342653,1,0.0,100.0,0.0,0.0,100,0.549,1,0.0589,1
KEX,2023-10-26,-0.0699603260490761,1.0418795125709883,0.0085271589828016,-0.0538277999976748,-0.0049115273274213,0,0.0,100.0,0.0,0.0,100,-0.68,1,-0.0049,0
CVX,2023-10-27,-0.1454535010545787,1.7431764290706395,0.0237650177259822,-0.0453962709165772,0.0225841468219702,1,0.0,100.0,0.0,0.0,100,-0.2284,1,0.0226,1
XOM,2023-10-27,-0.0655157094798013,0.9699400181138914,0.008246132014902,-0.0453962709165772,0.0211274879021389,1,0.0,100.0,0.0,0.0,100,0.7668,1,0.0211,1
CAT,2023-10-31,-0.0928973336413109,1.759308025238567,0.0264985578761979,-0.0070989171959191,0.0392390882311974,1,0.0,100.0,0.0,0.0,100,-0.65,1,0.0392,1
NTR,2023-11-01,-0.0463110254940075,1.3378608819796955,0.0178572351232936,0.0052323982768938,-0.0177252510477698,0,0.0,100.0,0.0,0.0,100,0.5711,0,-0.0177,1
CF,2023-11-01,-0.0125823651997882,0.8300614868641698,0.0111717272459387,0.0052323982768938,0.0084532127520767,1,0.0,100.0,0.0,0.0,100,-0.1841,1,0.0085,1
LNG,2023-11-02,0.0530953611038153,0.6564895554553493,0.0192939507750355,0.0168307757915858,-0.0328363355219272,0,0.0,100.0,0.0,0.0,100,0.092,0,-0.0328,1
DUK,2023-11-02,0.0242707470094142,0.9034194559956372,0.0103356206031016,0.0168307757915858,-0.0214706859581601,0,0.0,100.0,0.0,0.0,100,0.549,1,-0.0215,0
SHEL,2023-11-02,0.0281985755050279,1.1088640704344936,0.0206413053442549,0.0168307757915858,-0.0545586214385938,0,0.0,100.0,0.0,0.0,100,-0.0077,0,-0.0546,1
2222.SR,2023-11-07,0.0197268027480256,0.9258155965384596,0.0048120904922629,0.0639183493229764,0.0074403948812266,1,0.0,100.0,0.0,0.0,100,-0.7637,1,0.0074,1
DE,2023-11-22,0.0027044560480371,1.579884677639572,0.0173242202706871,0.0336900184992014,-0.0171270662652482,0,0.0,100.0,0.0,0.0,100,-0.1841,0,-0.0171,1
FRO,2023-11-30,-0.1041009556116963,0.9989371205748678,0.0269781515176352,0.0047109688571482,-0.0301810470514455,0,0.0,100.0,0.0,0.0,100,-0.68,0,-0.0302,1
NEE,2024-01-25,-0.0392708465592742,1.6208187066279531,0.0163158603595445,0.0275829406916893,0.0305276814821157,1,0.0,100.0,0.0,0.0,100,0.722,0,0.0305,0
SHEL,2024-02-01,0.0479148728712584,1.0812987141596884,0.0112378865723327,0.0089511487014315,-0.0081148113633292,0,0.0,100.0,0.0,0.0,100,0.2357,1,-0.0081,0
KEX,2024-02-01,0.0641870231320521,1.0744648194522983,0.0209619606833521,0.0089511487014315,0.0254854179033183,1,0.0,100.0,0.0,0.0,100,-0.3662,1,0.0255,1
HON,2024-02-01,-0.0277421269555274,1.635241104920259,0.0156211412685208,0.0089511487014315,-0.0195124633724466,0,0.0,100.0,0.0,0.0,100,-0.8283,0,-0.0195,1
XOM,2024-02-02,0.023795123851371,1.0836180915188047,0.0148652105558823,0.0184593246829293,-0.0019614942497179,0,0.0,100.0,0.0,0.0,100,0.1873,0,-0.002,1
CVX,2024-02-02,0.0505107963726007,1.1099557221896577,0.0159882321446528,0.0184593246829293,-0.0078823109132399,0,0.0,100.0,0.0,0.0,100,-0.6404,0,-0.0079,1
CAT,2024-02-05,0.0685907856164161,1.4342838385810617,0.0150350846532621,0.0092617550140665,0.0007155176061006,1,0.0,100.0,0.0,0.0,100,-0.1688,1,0.0007,1
DUK,2024-02-08,-0.0301476026235293,0.8854242612525575,0.0162127681150869,0.0151357351804323,0.008183563317108,1,0.0,100.0,0.0,0.0,100,0.2732,1,0.0082,1
PEP,2024-02-09,-0.0051027936390721,1.2941059021611627,0.0174852431554899,0.0379390398091333,-0.0080515113829198,0,0.0,100.0,0.0,0.0,100,-0.8283,0,-0.0081,1
CF,2024-02-14,0.0261093896826939,1.0318572222547762,0.0139643719099539,0.0122221649251541,0.027326742234838,1,0.0,100.0,0.0,0.0,100,0.0586,1,0.0273,1
DE,2024-02-15,-0.0623295587241153,1.565846452493707,0.0248861191277636,0.0162557304179324,0.0,0,0.0,100.0,0.0,0.0,100,0.0586,0,0.0,1
NTR,2024-02-21,0.0270819104994956,0.884890701071277,0.0192378482171574,-0.0079609161019058,0.045995280660311,1,0.0,100.0,0.0,0.0,100,0.1873,1,0.046,1
LNG,2024-02-22,-0.0076153378448712,1.351278851622652,0.0222864774254604,0.0130145974276505,-0.0157281477905737,0,0.0,100.0,0.0,0.0,100,-0.0707,0,-0.0157,1
FRO,2024-02-29,-0.0429058300333689,0.6786191947455211,0.0193667254084252,0.0227875244526056,0.0430537680429189,1,0.0,100.0,0.0,0.0,100,0.259,0,0.0431,0
2222.SR,2024-03-11,0.006309058686688,0.8345516881689423,0.0106939553461739,0.0062983297955849,-0.0102083409445465,0,0.0,100.0,0.0,0.0,100,-0.7237,0,-0.0102,1
ADM,2024-03-12,0.0521755275508938,1.543433197320474,0.0173965575938754,0.007663045854215,0.0693883950316172,1,0.0,100.0,0.0,0.0,100,0.3117,1,0.0694,1
PEP,2024-04-23,0.0185603378764221,1.0849953150698954,0.0162944803017617,-0.0101790975326986,0.0273917095001814,1,0.0,100.0,0.0,0.0,100,0.259,1,0.0274,1
NEE,2024-04-23,0.0494609500954654,0.9567236755238592,0.0161941085185325,-0.0101790975326986,0.0116314044197713,1,0.0,100.0,0.0,0.0,100,0.0,1,0.0116,1
CAT,2024-04-25,-0.0573745271989426,1.0394449932604397,0.0284143406136857,-7.95894624048434e-05,-0.0075738808863373,0,0.0,100.0,0.0,0.0,100,0.0,0,-0.0076,1
KEX,2024-04-25,0.1617982452708858,1.7576380152125486,0.0427528291013068,-7.95894624048434e-05,-0.0234486875618833,0,0.0,100.0,0.0,0.0,100,0.2456,0,-0.0234,1
HON,2024-04-25,0.0120596129894632,1.019359682619614,0.0087539410366016,-7.95894624048434e-05,0.0032120301214986,1,0.0,100.0,0.0,0.0,100,0.259,1,0.0032,1
CVX,2024-04-26,0.0606779531937578,1.0131100669495925,0.0043275842045833,0.0154031299629722,-0.0339984707371798,0,0.0,100.0,0.0,0.0,100,0.672,1,-0.034,0
XOM,2024-04-26,-0.0056478860415725,0.8484242282469288,0.012602469636561,0.0154031299629722,-0.0166157500687778,0,0.0,100.0,0.0,0.0,100,0.2547,0,-0.0166,1
ADM,2024-04-30,-0.0629393971576085,0.7506843080959169,0.0133726630753202,0.0137733123197432,0.0499489716277219,1,0.0,100.0,0.0,0.0,100,-0.0315,0,0.0499,0
CF,2024-05-01,-0.0105329963933827,0.5822302595689778,0.0126374375498382,0.0012606202975006,-0.0605360565067937,0,0.0,100.0,0.0,0.0,100,0.2517,0,-0.0605,1
SHEL,2024-05-02,-0.0090695061296353,0.8675022292268181,0.0114429636736301,-0.0012261153102316,0.0199696649686975,1,0.0,100.0,0.0,0.0,100,-0.5153,1,0.02,1
LNG,2024-05-03,0.0007622501164823,1.723836971629466,0.0178353416109336,0.011634050396467,-0.0002156022552213,0,0.0,100.0,0.0,0.0,100,0.2732,0,-0.0002,1
DUK,2024-05-07,0.0465665351020022,1.3595348277702344,0.0093241586703272,0.0174713404354642,0.0004888870273791,1,0.0,100.0,0.0,0.0,100,0.259,1,0.0005,1
2222.SR,2024-05-07,-0.0049832677950395,0.5534193665649048,0.0016251244799011,0.0174713404354642,-0.0050083681365102,0,0.0,100.0,0.0,0.0,100,-0.1032,0,-0.005,1
NTR,2024-05-08,0.0249629580678502,0.7944929097717569,0.0159727001549889,0.0139786282039629,0.0344579494591273,1,0.0,100.0,0.0,0.0,100,0.7696,0,0.0345,0
DE,2024-05-16,-0.0274674732787068,1.238566287565651,0.0198760087835898,0.0223342317577015,-0.0385113303105595,0,0.0,100.0,0.0,0.0,100,0.2517,0,-0.0385,1
FRO,2024-05-30,-0.0049821432902661,1.0902510902510902,0.0251121593942041,-0.0140548035784613,-0.0404149072735933,0,0.0,100.0,0.0,0.0,100,0.2456,0,-0.0404,1
PEP,2024-07-11,0.0065073393470946,1.077114629730386,0.0088965339274925,0.0204274853126203,0.0391581804922201,1,0.0,100.0,0.0,0.0,100,0.2456,1,0.0392,1
NEE,2024-07-24,0.0625617877096993,0.6830477034122518,0.0196705628808182,-0.036151160995634,0.0129955327789554,1,0.0,100.0,0.0,0.0,100,0.0,1,0.013,1
HON,2024-07-25,-0.0733281093418178,1.019294859652965,0.0214941404963503,-0.0468255888475786,0.0105210699783043,1,0.0,100.0,0.0,0.0,100,0.2456,1,0.0105,1
ADM,2024-07-30,-0.0263280149589137,0.5350374646491152,0.0150156736878286,-0.012732483555124,-0.0726399871776508,0,0.0,100.0,0.0,0.0,100,0.722,0,-0.0726,1
KEX,2024-08-01,-0.0938795512714694,1.0356641955519936,0.0340368025419694,-0.0194481474637699,0.0140721736715962,1,0.0,100.0,0.0,0.0,100,0.4256,1,0.0141,1
SHEL,2024-08-01,0.0228578083923995,1.184783338256391,0.0083722677457372,-0.0194481474637699,-0.0217987655585472,0,0.0,100.0,0.0,0.0,100,0.2653,1,-0.0218,0
CVX,2024-08-02,-0.0420455585771796,1.4646812228860824,0.0244082675389044,-0.0153907552299378,-0.02396501528835,0,0.0,100.0,0.0,0.0,100,0.7696,0,-0.024,1
XOM,2024-08-02,0.0162593583166133,1.0448958817953176,0.0131392405782201,-0.0153907552299378,0.016855034119662,1,0.0,100.0,0.0,0.0,100,-0.7635,1,0.0169,1
2222.SR,2024-08-06,-0.0354609314379452,1.669353870818116,0.0098191456012363,-0.04094105171682,0.0367646398095733,1,0.0,100.0,0.0,0.0,100,0.1907,1,0.0368,1
DUK,2024-08-06,0.0452652294198198,1.7260459615814874,0.0178685900042159,-0.04094105171682,0.007084721697444,1,0.0,100.0,0.0,0.0,100,0.2456,1,0.0071,1
CAT,2024-08-06,-0.0685915769216337,1.3849560205253937,0.0250571574050435,-0.04094105171682,0.0378628183189183,1,0.0,100.0,0.0,0.0,100,-0.9084,1,0.0379,1
CF,2024-08-07,-0.0178213997204833,0.9568474389055068,0.0175103884327595,-0.0479110733139748,0.0989086437209132,1,0.0,100.0,0.0,0.0,100,0.2263,1,0.0989,1
NTR,2024-08-07,-0.0651309950413022,1.900790614639123,0.0179668681470988,-0.0479110733139748,-0.0252761629257875,0,0.0,100.0,0.0,0.0,100,-0.7635,1,-0.0253,0
LNG,2024-08-08,-0.0086871471086422,1.178945815063536,0.0184476509685533,-0.0209408522251344,0.026547654341599,1,0.0,100.0,0.0,0.0,100,0.259,1,0.0265,1
DE,2024-08-15,0.0785990248547695,1.0519046784848467,0.0241119725923335,0.059216484480216,0.0089213628898433,1,0.0,100.0,0.0,0.0,100,0.2263,0,0.0089,0
PEP,2024-10-08,0.0024705318952306,0.8524114447557802,0.0100864822849963,0.0029749538112437,0.032155818084643,1,0.0,100.0,0.0,0.0,100,0.4013,1,0.0322,1
NEE,2024-10-23,0.0247255154342957,0.8106923484738482,0.0104128657792999,-0.0108331205022374,-0.0690914186504491,0,0.0,100.0,0.0,0.0,100,-0.4797,1,-0.0691,0
HON,2024-10-24,-0.037602820392233,1.7429206172150955,0.0212315638705286,-0.0009315377112569,-0.0163558544298993,0,0.0,100.0,0.0,0.0,100,0.4013,0,-0.0164,1
CAT,2024-10-30,-0.0287850688458919,0.9336931071897664,0.0103298357558588,-0.0062023564568687,0.0992511396413081,1,0.0,100.0,0.0,0.0,100,-0.4797,1,0.0993,1
KEX,2024-10-30,-0.0526186844187706,1.5990103610091533,0.0257199808760961,-0.0062023564568687,0.0985379996530833,1,0.0,100.0,0.0,0.0,100,0.1571,0,0.0985,0
CF,2024-10-30,-0.0285104200250698,0.8407878219464685,0.0075429991922326,-0.0062023564568687,0.015896351940121,1,0.0,100.0,0.0,0.0,100,-0.1841,1,0.0159,1
LNG,2024-10-31,0.0492900449631259,1.4413910357838364,0.0219218399315733,-0.0251661037832179,0.0554393939957648,1,0.0,100.0,0.0,0.0,100,0.092,1,0.0554,1
SHEL,2024-10-31,0.008058527505501,0.9176239512099628,0.0146656394585151,-0.0251661037832179,0.0156920644150772,1,0.0,100.0,0.0,0.0,100,-0.0077,1,0.0157,1
CVX,2024-11-01,0.0172116322385317,1.0638532887578598,0.0128937619080035,-0.0120244190384914,0.0252171216936981,1,0.0,100.0,0.0,0.0,100,-0.7635,1,0.0252,1
XOM,2024-11-01,-0.0442338146480633,1.1533575884916891,0.0061249537898128,-0.0120244190384914,0.0535884783203812,1,0.0,100.0,0.0,0.0,100,-0.6964,1,0.0536,1
2222.SR,2024-11-05,0.0184842843922405,1.1770988512215046,0.0057240260051945,-0.0040412147249401,0.0181488165065509,1,0.0,100.0,0.0,0.0,100,-0.2371,1,0.0181,1
NTR,2024-11-06,0.0239917965647909,1.1715512055772177,0.023742591511698,0.0175782256982781,-0.0545342974629096,0,0.0,100.0,0.0,0.0,100,-0.6964,0,-0.0545,1
DUK,2024-11-07,-0.0291058034326772,0.8898913284885672,0.0143543028901636,0.0237895255518767,-0.0036010999444173,0,0.0,100.0,0.0,0.0,100,0.4013,0,-0.0036,1
ADM,2024-11-18,0.0041912017402222,1.1374577146761318,0.0129363033888796,-0.012524886107528,0.0151756284462255,1,0.0,100.0,0.0,0.0,100,0.2725,1,0.0152,1
DE,2024-11-21,0.1112128208354949,1.3685234168352265,0.0307052398689732,-0.0054113281813528,0.0648168625759114,1,0.0,100.0,0.0,0.0,100,-0.1424,1,0.0648,1
FRO,2024-11-27,-0.1684835561375956,1.0572885973262875,0.0301229397879725,0.0181585747451936,-0.0607867525082061,0,0.0,100.0,0.0,0.0,100,0.1571,0,-0.0608,1
NEE,2025-01-24,0.0713444689900201,1.2876232350058092,0.0275286561620079,0.0442811849554519,-0.0174377876375208,0,0.0,100.0,0.0,0.0,100,-0.1688,0,-0.0174,1
SHEL,2025-01-30,-0.0017971131347587,1.0874281888826742,0.0161294982399235,0.0032997935947635,-0.0073518244534991,0,0.0,100.0,0.0,0.0,100,0.2357,0,-0.0074,1
CAT,2025-01-30,-0.0586905992387401,1.3911298805869206,0.0235467186073914,0.0032997935947635,-0.0254147288452605,0,0.0,100.0,0.0,0.0,100,-0.1688,0,-0.0254,1
KEX,2025-01-30,-0.0061164331791899,1.524106764859357,0.0250420665865691,0.0032997935947635,-0.044327516044898,0,0.0,100.0,0.0,0.0,100,-0.3662,0,-0.0443,1
CVX,2025-01-31,-0.0461607047602653,0.8721454440786074,0.0180800280819472,-0.0076182572292117,0.0229906558821409,1,0.0,100.0,0.0,0.0,100,-0.6404,1,0.023,1
XOM,2025-01-31,-0.0246508129826577,1.0198242847488173,0.0154176747738637,-0.0076182572292117,0.019282975173202,1,0.0,100.0,0.0,0.0,100,0.1873,1,0.0193,1
PEP,2025-02-04,-0.0377546035587326,0.8689870625080411,0.026374448743289,-0.0101814412330291,0.0149834686104438,1,0.0,100.0,0.0,0.0,100,-0.4845,1,0.015,1
ADM,2025-02-04,-0.0597902248562159,1.7161173687016793,0.0292677268104207,-0.0101814412330291,-0.0221097942660901,0,0.0,100.0,0.0,0.0,100,0.3117,0,-0.0221,1
HON,2025-02-06,-0.0492975883859127,1.0439555198351989,0.0227870898261908,0.002977619303741,-0.0216853003215451,0,0.0,100.0,0.0,0.0,100,-0.4845,0,-0.0217,1
DUK,2025-02-13,0.0135194212709106,0.9402112852556208,0.0111204527911472,0.0132106693732337,0.023426972797433,1,0.0,100.0,0.0,0.0,100,-0.8283,1,0.0234,1
DE,2025-02-13,-0.01281050029937,1.136308227376187,0.0113558828538431,0.0132106693732337,0.0509631851807733,1,0.0,100.0,0.0,0.0,100,0.7782,0,0.051,0
CF,2025-02-19,0.0033027450914423,1.1196526075927598,0.0268048927452713,0.0202405147742183,-0.0719483807506476,0,0.0,100.0,0.0,0.0,100,0.7782,0,-0.0719,1
NTR,2025-02-19,0.0431583598849929,0.7631414282125647,0.0217395063972865,0.0202405147742183,0.0141086450374631,1,0.0,100.0,0.0,0.0,100,0.483,1,0.0141,1
LNG,2025-02-20,0.0244233665427933,0.9989637455140276,0.0258941823545741,0.009142866385713,-0.0308038965338836,0,0.0,100.0,0.0,0.0,100,0.8189,0,-0.0308,1
FRO,2025-02-27,-0.1320862132907096,1.0007014246751538,0.0195259692022429,-0.043238671137846,0.0574788047306219,1,0.0,100.0,0.0,0.0,100,-0.3662,1,0.0575,1
2222.SR,2025-03-04,-0.0288808605898901,1.5731608258308118,0.0125148410521869,-0.0384704424160224,-0.0223048659060451,0,0.0,100.0,0.0,0.0,100,0.6875,0,-0.0223,1
NEE,2025-04-22,-0.0011991678359259,0.8751365754591269,0.0242222286431296,0.0050897283963983,0.0091536895575907,1,0.0,100.0,0.0,0.0,100,0.2725,0,0.0092,0
PEP,2025-04-24,-0.0779557525779706,0.8912533176148476,0.0232354051413539,0.0140413769506413,-0.0130071679522222,0,0.0,100.0,0.0,0.0,100,-0.3662,0,-0.013,1
HON,2025-04-29,0.0757375134707385,0.8119931526519629,0.0229489315008016,0.0530196487560854,-0.0073763278340124,0,0.0,100.0,0.0,0.0,100,-0.3662,0,-0.0074,1
CAT,2025-04-30,0.0861486791518414,0.6399211954820815,0.0141898532687322,0.079123436934522,0.0356324767358361,1,0.0,100.0,0.0,0.0,100,0.2725,1,0.0356,1
KEX,2025-05-01,0.0507545147026254,0.8057623951751549,0.0174062799199508,0.059212868853198,0.0432817581777714,1,0.0,100.0,0.0,0.0,100,0.549,1,0.0433,1
CVX,2025-05-02,0.0133157685910535,0.925349019403134,0.0143052440565417,0.0585336066445149,-7.207119252264832e-05,0,0.0,100.0,0.0,0.0,100,0.483,1,-0.0001,0
SHEL,2025-05-02,0.0330180030484326,0.5331915688605309,0.0142109033521047,0.0585336066445149,-0.0073527818153541,0,0.0,100.0,0.0,0.0,100,-0.8921,0,-0.0074,1
XOM,2025-05-02,-0.0108037664752422,0.839753164088612,0.0114173880627808,0.0585336066445149,0.0103567759947543,1,0.0,100.0,0.0,0.0,100,-0.2284,1,0.0104,1
ADM,2025-05-06,0.0014507835295103,0.7219159545776958,0.0086134409815079,0.0148189813283099,0.0490479116056453,1,0.0,100.0,0.0,0.0,100,0.769,1,0.049,1
DUK,2025-05-06,0.0257823257040222,0.668394798178927,0.0086006296698798,0.0148189813283099,-0.0802831063824619,0,0.0,100.0,0.0,0.0,100,-0.3662,0,-0.0803,1
CF,2025-05-07,0.0131842933814549,0.8631345613131235,0.0137501690388189,0.018698647224123,0.0654355570532511,1,0.0,100.0,0.0,0.0,100,0.306,1,0.0654,1
NTR,2025-05-07,0.0188950140503355,0.6796876389704182,0.0103996040703761,0.018698647224123,0.006358231428499,1,0.0,100.0,0.0,0.0,100,-0.2284,1,0.0064,1
LNG,2025-05-08,-0.0021865718307987,0.6764903244034763,0.0169734643130513,0.019374993874629,-0.0046027914452631,0,0.0,100.0,0.0,0.0,100,-0.8283,0,-0.0046,1
2222.SR,2025-05-11,-0.0138066726557014,0.5884381722857508,0.0057748545729735,0.0439056097153854,0.0459999443779176,1,0.0,100.0,0.0,0.0,100,-0.0388,1,0.046,1
DE,2025-05-15,0.0863035283142055,1.1759817889890465,0.0180152415452412,0.0566570654345036,-0.0012975522137669,0,0.0,100.0,0.0,0.0,100,0.306,0,-0.0013,1
PEP,2025-07-17,0.0770141327537498,0.8121450792385968,0.0294663827539951,0.0124124766351338,-0.0063942705746878,0,0.0,100.0,0.0,0.0,100,0.5428,0,-0.0064,1
NEE,2025-07-23,-0.0295841691015328,0.6830075917568733,0.0260857174869685,0.0150446477740738,-0.0251305543105503,0,0.0,100.0,0.0,0.0,100,-0.9084,0,-0.0251,1
HON,2025-07-24,-0.0459838758882081,1.0511791722574644,0.02539725379714,0.0197382929690487,-0.0094886118774204,0,0.0,100.0,0.0,0.0,100,0.5428,0,-0.0095,1
SHEL,2025-07-31,0.0148980871217199,0.7597720763499316,0.013586109712491,0.0051204992041369,-0.0116325659220596,0,0.0,100.0,0.0,0.0,100,0.2653,1,-0.0116,0
KEX,2025-07-31,-0.1711453228174766,1.152713530416941,0.0815173198129486,0.0051204992041369,0.052250587393752,1,0.0,100.0,0.0,0.0,100,0.4256,0,0.0523,0
XOM,2025-08-01,-0.0026380641060887,0.9244768330157422,0.0110323521668019,-0.019693888514205,-0.0259028959311129,0,0.0,100.0,0.0,0.0,100,0.7668,0,-0.0259,1
CVX,2025-08-01,-0.0112330673716544,0.7294873028959411,0.0135018219017611,-0.019693888514205,0.023844094082793,1,0.0,100.0,0.0,0.0,100,-0.2284,1,0.0238,1
2222.SR,2025-08-04,-0.0049938553106257,0.7709645028324663,0.0056730942291313,-0.0051228728837502,0.0058553226007602,1,0.0,100.0,0.0,0.0,100,0.0506,1,0.0059,1
CAT,2025-08-05,0.0011066303047105,1.537837258830794,0.0116173494462269,-0.0143306785056343,-0.0495589993251132,0,0.0,100.0,0.0,0.0,100,-0.65,0,-0.0496,1
ADM,2025-08-05,0.041011735526999,0.9351740239828265,0.0269754594472869,-0.0143306785056343,0.0163138277169535,1,0.0,100.0,0.0,0.0,100,-0.5815,1,0.0163,1
DUK,2025-08-05,0.0339364418789028,1.7858074869471112,0.0118959787236989,-0.0143306785056343,0.0037903096029783,1,0.0,100.0,0.0,0.0,100,0.5428,1,0.0038,1
CF,2025-08-06,-0.0284231197791214,0.8940305494391179,0.0218437872580214,-0.0065311138968744,-0.0387096144794417,0,0.0,100.0,0.0,0.0,100,-0.6332,1,-0.0387,0
NTR,2025-08-06,-0.0278476459846604,0.6867047512101155,0.0131418122637154,-0.0065311138968744,-0.0184642083614627,0,0.0,100.0,0.0,0.0,100,0.7668,0,-0.0185,1
LNG,2025-08-07,0.0011490286570298,0.953096422871868,0.0120283895733813,-0.0047382123390796,-0.0091153584036998,0,0.0,100.0,0.0,0.0,100,-0.3662,1,-0.0091,0
DE,2025-08-14,-0.0584764979088742,1.2277844926072488,0.0272758707452587,0.0270396661557599,0.0165400201330013,1,0.0,100.0,0.0,0.0,100,-0.6332,0,0.0165,0
PEP,2025-10-09,0.0304044215113656,0.8717781050053852,0.0206839008501668,0.0074754233823466,0.0550064568705646,1,0.0,100.0,0.0,0.0,100,0.4256,1,0.055,1
HON,2025-10-23,0.0578112701499263,0.8384861150237195,0.0305189500140353,0.0143908178173407,-0.0378541860145834,0,0.0,100.0,0.0,0.0,100,0.4256,0,-0.0379,1
NEE,2025-10-28,-0.0113568818892883,0.9402151933713776,0.0166776789434725,0.0341214900289511,-0.0224961686804094,0,0.0,100.0,0.0,0.0,100,-0.0707,0,-0.0225,1
CAT,2025-10-29,0.1022440673452854,0.7940466196117452,0.0462524630266172,0.023968509299482,-0.0279081815404278,0,0.0,100.0,0.0,0.0,100,-0.0707,0,-0.0279,1
KEX,2025-10-29,0.1681897215593017,1.0679639122991524,0.0522031055566839,0.023968509299482,0.0520843870432193,1,0.0,100.0,0.0,0.0,100,-0.6404,1,0.0521,1
SHEL,2025-10-30,0.0283472973435574,1.3004680995920308,0.0129791491831567,0.0127218503412308,-0.0068245279795972,0,0.0,100.0,0.0,0.0,100,0.8197,0,-0.0068,1
LNG,2025-10-30,-0.0481504277015998,1.4233089956458989,0.0116918528412028,0.0127218503412308,-0.0164996851055657,0,0.0,100.0,0.0,0.0,100,0.2456,0,-0.0165,1
CVX,2025-10-31,0.0138201256506162,1.0979291331562293,0.0129246195452213,0.0213536013244983,-0.0171188911271043,0,0.0,100.0,0.0,0.0,100,-0.7635,0,-0.0171,1
XOM,2025-10-31,-0.0030511515672508,0.9117060598639756,0.0101718485689797,0.0213536013244983,0.0250087443043466,1,0.0,100.0,0.0,0.0,100,-0.6964,1,0.025,1
ADM,2025-11-04,-0.0506869438351067,0.931739334510168,0.0086201622891248,-0.0029678496101009,-0.0414171257137132,0,0.0,100.0,0.0,0.0,100,0.1236,1,-0.0414,0
2222.SR,2025-11-04,0.0007770336758428,0.9715486781504136,0.0053803957647895,-0.0029678496101009,0.0069875694425508,1,0.0,100.0,0.0,0.0,100,0.6639,1,0.007,1
NTR,2025-11-05,-0.0610328334240738,0.8654518180433968,0.0150365871592895,-0.0111785755747707,0.1135185119697363,1,0.0,100.0,0.0,0.0,100,0.2602,1,0.1135,1
CF,2025-11-05,-0.0155109664257291,1.1742888652869337,0.0128924284192936,-0.0111785755747707,-0.0035274370224301,0,0.0,100.0,0.0,0.0,100,0.073,0,-0.0035,1
