ticker,earnings_date,momentum_7d,volume_spike,volatility_7d,market_return_7d,5d_return,label,sentiment_score,buzz_score,sentiment_slope,sentiment_polarity,n_headlines,transcript_sentiment,predicted,actual_return,correct
HON,2021-10-22,0.0084423608604422,0.8441686219444033,0.0152580089860407,0.04122445459724,0.0056120013587691,1,0.0,100.0,0.0,0.0,100,0.2456,1,0.0056,1
ADM,2021-10-26,0.0220487594974108,0.7161690025665084,0.0124196485142643,0.0226300042434079,-0.030446907798455,0,0.0,100.0,0.0,0.0,100,0.722,0,-0.0304,1
CAT,2021-10-28,0.0202691238476404,0.8334167429710388,0.0201980037557917,0.0170422868320172,-0.0024499350825327,0,0.0,100.0,0.0,0.0,100,0.0,0,-0.0024,1
SHEL,2021-10-28,-0.0375333948243945,1.2334232064548158,0.0228232995743886,0.0170422868320172,-0.0541737117602081,0,0.0,100.0,0.0,0.0,100,0.6371,0,-0.0542,1
KEX,2021-10-28,-0.020761829280622,0.7534872509667886,0.0131560811890305,0.0170422868320172,0.0584439172354192,1,0.0,100.0,0.0,0.0,100,0.4013,0,0.0584,0
CVX,2021-10-29,0.0117530040890816,0.7177746438751067,0.0120339893561047,0.015119303342962,0.0021837735863545,1,0.0,100.0,0.0,0.0,100,0.2547,1,0.0022,1
XOM,2021-10-29,0.0097103298617636,0.888824391266323,0.0180986512472624,0.015119303342962,0.0085308779708581,1,0.0,100.0,0.0,0.0,100,-0.4675,1,0.0085,1
2222.SR,2021-11-01,0.0080108464573155,1.0080223692185173,0.0039516912286197,0.0142199656528446,0.0026970203942887,1,0.0,100.0,0.0,0.0,100,0.1907,1,0.0027,1
NTR,2021-11-01,0.0234588243152263,0.7757743792604105,0.0102016154418964,0.0142199656528446,-0.0360589174596862,0,0.0,100.0,0.0,0.0,100,-0.7635,0,-0.0361,1
CF,2021-11-03,-0.0172501254345487,0.8317360114777619,0.0220726007834949,0.020129457356607,0.0836345643698274,1,0.0,100.0,0.0,0.0,100,0.2263,0,0.0836,0
LNG,2021-11-04,-0.0119259466879376,0.5555153189850236,0.0114562405540496,0.0240150800459948,-0.0127875477605093,0,0.0,100.0,0.0,0.0,100,0.259,0,-0.0128,1
DUK,2021-11-04,-0.0219769667622746,0.8139499222326885,0.0060077390157841,0.0240150800459948,0.0020583203360915,1,0.0,100.0,0.0,0.0,100,0.2456,1,0.0021,1
DE,2021-11-24,0.0185795163598424,1.1808829381719634,0.0272195140003433,0.0043001416202661,-0.0468655328569033,0,0.0,100.0,0.0,0.0,100,0.2263,0,-0.0469,1
FRO,2021-11-29,-0.1276314778788676,1.0452263327590945,0.0244321217855998,-0.0075618062178195,0.0392156372827146,1,0.0,100.0,0.0,0.0,100,0.4013,1,0.0392,1
NEE,2022-01-25,-0.1154297493778156,1.7309746865405524,0.0328314761453428,-0.0647105876440808,0.0283621724015372,1,0.0,100.0,0.0,0.0,100,0.0893,1,0.0284,1
ADM,2022-01-25,-0.0356843474385012,2.030523492379706,0.0119043989819048,-0.0647105876440808,0.1047244288734355,1,0.0,100.0,0.0,0.0,100,0.2509,1,0.1047,1
KEX,2022-01-27,-0.0393215552331889,1.0225202848153667,0.0219980015126111,-0.0553133371705903,0.0089048535510295,1,0.0,100.0,0.0,0.0,100,-0.8283,1,0.0089,1
CAT,2022-01-28,-0.0924840975216884,1.2427845735724483,0.0189200854579176,-0.0216933878678096,-0.0136706716366146,0,0.0,100.0,0.0,0.0,100,0.0893,1,-0.0137,0
CVX,2022-01-28,0.0131875363450695,1.7609513773897336,0.024439294982465,-0.0216933878678096,0.0403491791479875,1,0.0,100.0,0.0,0.0,100,0.4256,1,0.0403,1
XOM,2022-02-01,0.1199945635547679,1.3858464640700052,0.0240887719351185,0.0341792918577221,-0.0070519793381134,0,0.0,100.0,0.0,0.0,100,0.0565,0,-0.0071,1
HON,2022-02-03,-0.052199742790602,1.0231087170785975,0.0311899913404327,0.0279192158214697,5.219818087953842e-05,1,0.0,100.0,0.0,0.0,100,0.5929,0,0.0001,0
SHEL,2022-02-03,0.0838358937884658,0.50083536119191,0.0097303586774888,0.0279192158214697,0.0113152229065802,1,0.0,100.0,0.0,0.0,100,0.1963,1,0.0113,1
DUK,2022-02-10,-0.035379235180789,0.8026541242724984,0.0200491157126609,-0.0080139432298906,-0.0007312504409607,0,0.0,100.0,0.0,0.0,100,0.8189,0,-0.0007,1
PEP,2022-02-10,-0.0230359027120957,0.8810007169262868,0.0127417506785563,-0.0080139432298906,-0.0096215200973512,0,0.0,100.0,0.0,0.0,100,0.5929,1,-0.0096,0
CF,2022-02-15,-0.0340597832294111,1.2758922206331964,0.0348098713709162,-0.0057945305745301,0.0312928414106054,1,0.0,100.0,0.0,0.0,100,-0.3567,0,0.0313,0
NTR,2022-02-16,0.0338841336829145,1.2138199917525296,0.0197203151583351,-0.0014754660639912,0.0322411526149646,1,0.0,100.0,0.0,0.0,100,0.0565,1,0.0322,1
LNG,2022-02-24,0.0950465474507013,1.388372601029802,0.0318424140233577,-0.0244178840520973,0.0438282826141162,1,0.0,100.0,0.0,0.0,100,-0.65,1,0.0438,1
FRO,2022-03-17,-0.0830671959094871,0.7039191950746482,0.0365767696376285,0.0596278139455212,-0.0394888422529611,0,0.0,100.0,0.0,0.0,100,-0.4845,0,-0.0395,1
2222.SR,2022-03-20,-0.0011548763273404,0.9647277767891268,0.0381747963906472,0.0476886357738634,-0.0323698062252106,0,0.0,100.0,0.0,0.0,100,0.1178,0,-0.0324,1
NEE,2022-04-21,-0.0993143408047997,1.008991554004432,0.0228751432022721,-0.0042278989427173,-0.0353111017708802,0,0.0,100.0,0.0,0.0,100,-0.1688,0,-0.0353,1
ADM,2022-04-26,-0.0646990548772307,0.9410107795610776,0.0196195004696093,-0.0495443312049734,-0.0097087801479759,0,0.0,100.0,0.0,0.0,100,-0.6798,1,-0.0097,0
PEP,2022-04-26,0.0081442584828503,1.2011751304715417,0.0118164373317905,-0.0495443312049734,-0.0306404815284404,0,0.0,100.0,0.0,0.0,100,-0.8283,0,-0.0306,1
CAT,2022-04-28,-0.0805531099794524,1.4104405566413147,0.0284436218069394,-0.0387156766677937,0.0164279677948169,1,0.0,100.0,0.0,0.0,100,-0.1688,1,0.0164,1
KEX,2022-04-28,0.0013226974820643,0.9509448953978672,0.0261138894028829,-0.0387156766677937,-0.024511936537052,0,0.0,100.0,0.0,0.0,100,-0.3662,1,-0.0245,0
HON,2022-04-29,-0.0144138427444731,1.14201308725651,0.0182270232292721,-0.0735535352515681,0.0099220680755871,1,0.0,100.0,0.0,0.0,100,-0.8283,1,0.0099,1
CVX,2022-04-29,-0.0919262551796618,1.0053590932423946,0.0262087870969923,-0.0735535352515681,0.0894873507853139,1,0.0,100.0,0.0,0.0,100,-0.6404,1,0.0895,1
XOM,2022-04-29,-0.0308094940280339,1.3647278792838056,0.0252744364816432,-0.0735535352515681,0.0755425545342961,1,0.0,100.0,0.0,0.0,100,0.1873,1,0.0755,1
NTR,2022-05-02,-0.0806227870638869,1.1006094616506803,0.024732679761603,-0.0538283251906443,-0.0639048372484053,0,0.0,100.0,0.0,0.0,100,0.483,1,-0.0639,0
CF,2022-05-04,0.0802540958052109,0.7833521612680259,0.0194745546434999,0.0012834327147623,-0.0631187512067598,0,0.0,100.0,0.0,0.0,100,0.7782,0,-0.0631,1
LNG,2022-05-04,0.1156867497366807,0.8953289983178223,0.0287682867192083,0.0012834327147623,-0.0915392757351341,0,0.0,100.0,0.0,0.0,100,0.8189,0,-0.0915,1
SHEL,2022-05-05,0.0733271053853917,1.0705599466346991,0.0207184136874984,-0.0055034719221554,-0.0302070895458054,0,0.0,100.0,0.0,0.0,100,-0.7132,0,-0.0302,1
DUK,2022-05-09,-0.0263620711534032,0.9700754092687888,0.0167297656675056,-0.0692830733496174,0.0020303827710392,1,0.0,100.0,0.0,0.0,100,-0.8283,1,0.002,1
2222.SR,2022-05-15,0.0503946911722964,1.865212745447766,0.0201028461093735,-0.0331554805578771,-0.0743802826715626,0,0.0,100.0,0.0,0.0,100,-0.7237,0,-0.0744,1
DE,2022-05-20,-0.1393290835013888,1.002470268452934,0.05789685168943,-0.0079438708235391,0.1513515910065585,1,0.0,100.0,0.0,0.0,100,0.7782,0,0.1514,0
FRO,2022-05-24,0.2002507521486347,1.027429016809842,0.04157735750833,-0.0194910523813151,0.0552656471428759,1,0.0,100.0,0.0,0.0,100,-0.3662,1,0.0553,1
PEP,2022-07-12,0.0170405154296428,0.8857375649212519,0.009259788192782,0.0094893545447983,0.0033039876922014,1,0.0,100.0,0.0,0.0,100,-0.3662,1,0.0033,1
NEE,2022-07-22,-0.0001245637762843,0.7318198341240151,0.0147189183273879,0.0429215570462152,0.0528348065898543,1,0.0,100.0,0.0,0.0,100,0.2725,1,0.0528,1
ADM,2022-07-26,0.0961113808278389,0.4802426510325618,0.0171942494434793,0.0149561821059437,0.0490370918789264,1,0.0,100.0,0.0,0.0,100,0.0893,1,0.049,1
KEX,2022-07-28,0.0226531840909718,1.0558960573476703,0.0319874248338004,0.0351798601374787,0.002231065970493,1,0.0,100.0,0.0,0.0,100,0.5428,1,0.0022,1
SHEL,2022-07-28,0.0395722613922826,0.7130638367768992,0.0154082286395457,0.0351798601374787,-0.0077687015712771,0,0.0,100.0,0.0,0.0,100,-0.5153,0,-0.0078,1
HON,2022-07-28,0.0745355632232332,0.9852856985636652,0.0126364052495244,0.0351798601374787,0.0105020601189538,1,0.0,100.0,0.0,0.0,100,-0.3662,1,0.0105,1
XOM,2022-07-29,0.0861721485077282,0.6791622380757216,0.0230412875363016,0.0436202883003709,-0.0874858727763034,0,0.0,100.0,0.0,0.0,100,0.7696,0,-0.0875,1
CVX,2022-07-29,0.1177997683897776,0.6173023280107204,0.0349237370324476,0.0436202883003709,-0.0619123885655029,0,0.0,100.0,0.0,0.0,100,0.1873,0,-0.0619,1
CF,2022-08-01,0.1070216380460231,0.7239449638987561,0.0295879123781359,0.0300408393855362,0.052943455927045,1,0.0,100.0,0.0,0.0,100,0.306,1,0.0529,1
CAT,2022-08-02,0.0273766696717454,1.099287802015389,0.035675872454244,0.0328280884623784,0.013732173258194,1,0.0,100.0,0.0,0.0,100,0.1236,0,0.0137,0
NTR,2022-08-03,-0.0023150472527785,0.9277077560065506,0.0172099504438929,0.0477283942740019,0.1035537230025739,1,0.0,100.0,0.0,0.0,100,-0.2284,1,0.1036,1
LNG,2022-08-04,-0.0002080470946563,0.7459635707606114,0.0145594786072582,0.059556247950875,0.0762419447376094,1,0.0,100.0,0.0,0.0,100,-0.8283,0,0.0762,0
DUK,2022-08-04,0.0253223573400991,1.0790946773779393,0.011197383788053,0.059556247950875,-0.0020051596672591,0,0.0,100.0,0.0,0.0,100,-0.3662,0,-0.002,1
2222.SR,2022-08-15,0.0188920658898,1.4202439177487345,0.0121305831572669,0.0354683920188248,-0.034148105499649,0,0.0,100.0,0.0,0.0,100,-0.0388,0,-0.0341,1
